,Name
1739305,Peptoniphilus sp. HMSC062D09
1465756,Peptoniphilus grossensis
1912856,Peptoniphilus sp. ING2-D1G
1673725,Peptoniphilus lacydonensis
33031,Peptoniphilus lacrimalis
33037,Anaerococcus vaginalis
1739286,Anaerococcus sp. HMSC068A02
1287640,Anaerococcus obesiensis
33036,Anaerococcus tetradius
1720199,Anaerococcus rubeinfantis
1946040,Anaerococcus sp. UBA2626
1288120,Anaerococcus senegalensis
1977277,Anaerococcus sp. Marseille-P3625
1745712,Anaerococcus sp. Marseille-P2143
1673719,Anaerococcus sp. SB3
33029,Anaerococcus hydrogenalis
938293,Anaerococcus provencensis
54007,Anaerococcus octavius
33032,Anaerococcus lactolyticus
1260,Finegoldia magna
1852373,Murdochiella vaginalis
1673723,Murdochiella massiliensis
1689303,Lagierella massiliensis
33033,Parvimonas micra
713008,Parvimonas sp. oral taxon 393
1723382,Urinacoccus massiliensis
1347392,Anaerosalibacter massiliensis
1871005,Anaerosalibacter sp. Marseille-P3206
43131,Tissierella praeacuta
1870994,Urmitella timonensis
1503,Gottschalkia purinilytica
1472764,Kallipyga massiliensis
1686287,Kallipyga gabonensis
304766,Sedimentibacter sp. B4
1955060,Sedimentibacter sp. SX930
332095,Dethiosulfatibacter aminovorans
1852374,Ezakiella massiliensis
1123352,Tepidimicrobium xylanilyticum
1284708,Tissierellia bacterium S7-1-4
1555112,Limnochorda pilosa
74426,Collinsella aerofaciens
2018038,Collinsella sp. TF06-26
1946388,Collinsella sp. UBA4370
1946389,Collinsella sp. UBA6357
1499681,Collinsella sp. MS5
1871016,Collinsella phocaeensis
1946383,Collinsella sp. UBA1408
147207,Collinsella intestinalis
147206,Collinsella stercoris
626935,Collinsella tanakaei
1870987,Collinsella vaginalis
1907654,Collinsella bouchesdurhonensis
1965651,Collinsella sp. An7
1965630,Collinsella sp. An307
1965612,Collinsella sp. An268
1965585,Collinsella sp. An2
165190,uncultured Collinsella sp.
1720204,Collinsella ihuae
1965616,Collinsella sp. An271
1473216,Senegalimassilia anaerobia
1232426,[Collinsella] massiliensis
1232436,Enorma timonensis
1472761,Enorma massiliensis
33871,Coriobacterium glomerans
1531429,Coriobacteriaceae bacterium 68-1-3
1111135,Coriobacteriaceae bacterium BV3Ac1
1927122,Coriobacteriaceae bacterium EMTCatB1
1776381,Olegusella massiliensis
1871022,Libanicoccus massiliensis
1965621,Olsenella sp. An285
1965579,Olsenella sp. An188
1852386,Olsenella provencensis
1871033,Olsenella urininfantis
1965625,Olsenella sp. An290
1965626,Olsenella sp. An293
1855394,Olsenella sp. KH3B4
133926,Olsenella uli
138595,Olsenella profusa
712411,Olsenella sp. oral taxon 807
1871031,Olsenella mediterranea
1947014,Olsenella sp. UBA2898
1965615,Olsenella sp. An270
1805478,Olsenella sp. Marseille-P2300
1622075,Olsenella sp. SIT9
604330,Olsenella umbonata
1797112,Olsenella sp. kh2p3
1299998,Olsenella scatoligenes
1476999,Olsenella sp. DNF00959
661086,Olsenella sp. oral taxon 809
1945884,Olsenella sp. KH1P3
1946066,Atopobium sp. UBA2090
1946074,Atopobium sp. UBA6362
1946079,Atopobium sp. UBA7748
1946064,Atopobium sp. UBA1382
1946072,Atopobium sp. UBA5378
1946078,Atopobium sp. UBA7741
1946073,Atopobium sp. UBA5910
1382,Atopobium parvulum
936550,Atopobium sp. BS2
1190620,Atopobium sp. ICM42b
82135,Atopobium vaginae
712156,Atopobium sp. oral taxon 199
1383,Atopobium rimae
712158,Atopobium sp. oral taxon 810
1393034,Atopobium deltae
1381,Atopobium minutum
39487,Atopobium fossor
1951475,Atopobiaceae bacterium UBA7288
1951452,Atopobiaceae bacterium UBA1367
1951474,Atopobiaceae bacterium UBA7016
1951454,Atopobiaceae bacterium UBA2902
1951476,Atopobiaceae bacterium UBA7734
1951455,Atopobiaceae bacterium UBA3639
1951462,Atopobiaceae bacterium UBA4927
1951456,Atopobiaceae bacterium UBA3698
1951467,Atopobiaceae bacterium UBA5321
1588753,Coriobacteriales bacterium DNF00809
1262875,Eggerthella sp. CAG:209
1262874,Eggerthella sp. CAG:1427
1262876,Eggerthella sp. CAG:298
84112,Eggerthella lenta
1871008,Eggerthella timonensis
502558,Eggerthella sp. YY7918
626934,Slackia piriformis
84110,Slackia heliotrinireducens
1111137,Slackia sp. CM382
84109,Slackia exigua
471189,Gordonibacter pamelaeae
1965593,Gordonibacter sp. An232A
1335613,Gordonibacter urolithinfaciens
1841863,Gordonibacter massiliensis
1965592,Gordonibacter sp. An230
1951647,Eggerthellaceae bacterium UBA5906
1720315,Eggerthellaceae bacterium AT8
1951644,Eggerthellaceae bacterium UBA3686
1951646,Eggerthellaceae bacterium UBA5808
580026,Enterorhabdus mucosicola
671266,Enterorhabdus caecimuris
446660,Adlercreutzia equolifaciens
79604,Denitrobacterium detoxificans
1944646,Phoenicibacter massiliensis
1870985,Arabia massiliensis
84163,Cryptobacterium curtum
28026,Bifidobacterium pseudocatenulatum
216816,Bifidobacterium longum
630129,Bifidobacterium kashiwanohense
2013020,Bifidobacterium sp. N4G05
1686,Bifidobacterium catenulatum
1680,Bifidobacterium adolescentis
78345,Bifidobacterium merycicum
1683,Bifidobacterium angulatum
1333651,Bifidobacterium moukalabense
78346,Bifidobacterium ruminantium
1685,Bifidobacterium breve
1689,Bifidobacterium dentium
1681,Bifidobacterium bifidum
158787,Bifidobacterium scardovii
1694,Bifidobacterium pseudolongum
2045438,Bifidobacterium primatium
1630166,Bifidobacterium myosotis
1946109,Bifidobacterium sp. UBA6881
762212,Bifidobacterium biavatii
2020965,Bifidobacterium imperatoris
78448,Bifidobacterium pullorum
78257,Bifidobacterium saeculare
983706,Bifidobacterium reuteri
1603886,Bifidobacterium lemurum
2045440,Bifidobacterium felsineum
33905,Bifidobacterium thermophilum
762211,Bifidobacterium stellenboschense
2052656,Bifidobacterium scaligerum
1630162,Bifidobacterium tissieri
1984871,Bifidobacterium vansinderenii
2020964,Bifidobacterium margollesii
78343,Bifidobacterium boum
1960968,Bifidobacterium italicum
762209,Bifidobacterium callitrichos
35760,Bifidobacterium choerinum
361854,Bifidobacterium parmae
471511,Bifidobacterium bombi
1688,Bifidobacterium cuniculi
1946112,Bifidobacterium sp. UBA744
1765219,Bifidobacterium eulemuris
1960969,Bifidobacterium criceti
1630172,Bifidobacterium hapali
2045441,Bifidobacterium simiarum
1693,Bifidobacterium minimum
762210,Bifidobacterium saguini
327277,Bifidobacterium crudilactis
1505727,Bifidobacterium commune
1692,Bifidobacterium magnum
1329411,Bifidobacterium aesculapii
78342,Bifidobacterium gallicum
28025,Bifidobacterium animalis
218140,Bifidobacterium psychraerophilum
356829,Bifidobacterium tsurumiense
518643,Bifidobacterium mongoliense
230143,Scardovia wiggsiae
2702,Gardnerella vaginalis
78258,Parascardovia denticolens
419015,Alloscardovia omnicolens
987066,Pseudoscardovia radai
68244,Streptomyces novaecaesareae
67287,Streptomyces cinnabarinus
1463835,Streptomyces sp. NRRL B-2790
1463885,Streptomyces sp. NRRL S-149
1463912,Streptomyces sp. NRRL S-50
1079983,Streptomyces lysosuperificus
68253,Streptomyces peruviensis
1969,Streptomyces chartreusis
1936,Streptomyces violaceus
195801,Streptomyces speibonae
1463884,Streptomyces sp. NRRL S-146
1463887,Streptomyces sp. NRRL S-1777
68228,Streptomyces lilacinus
498367,Streptomyces specialis
1914,Streptomyces lavendulae
1463827,Streptomyces sp. NRRL B-12105
1463834,Streptomyces sp. NRRL B-24501
1463905,Streptomyces sp. NRRL S-384
66370,Streptomyces flaveus
1463925,Streptomyces sp. NRRL WC-3549
1911,Streptomyces griseus
66883,Streptomyces cyaneofuscatus
67351,Streptomyces puniceus
66872,Streptomyces baarnensis
67255,Streptomyces achromogenes
1463915,Streptomyces sp. NRRL S-575
146922,Streptomyces griseofuscus
29306,Streptomyces griseoluteus
1463861,Streptomyces sp. NRRL F-525
1935,Streptomyces violaceoruber
285514,Streptomyces xylophagus
68178,Streptomyces avellaneus
1463936,Streptomyces sp. NRRL WC-3773
1930,Streptomyces scabiei
1463935,Streptomyces sp. NRRL WC-3744
1463902,Streptomyces sp. NRRL S-350
1463857,Streptomyces sp. NRRL F-5126
2034272,Streptomyces sp. rh34
67373,Streptomyces varsoviensis
66373,Streptomyces niger
1463844,Streptomyces sp. NRRL F-2799
1463904,Streptomyces sp. NRRL S-378
545121,Streptomyces atriruber
1463860,Streptomyces sp. NRRL F-5193
1896,Streptomyces bikiniensis
1678637,Streptomyces caatingaensis
1901,Streptomyces clavuligerus
1463903,Streptomyces sp. NRRL S-37
1463843,Streptomyces sp. NRRL F-2747
1379686,Streptomyces sp. AW19M42
1886,Streptomyces albidoflavus
1463871,Streptomyces sp. NRRL F-5727
549819,Streptomyces sp. TP-A0874
1470348,Candidatus Streptomyces massiliensis
44060,Streptomyces megasporus
1463856,Streptomyces sp. NRRL F-5123
67386,Streptomyces yokosukanensis
1839783,Streptomyces sp. DI166
68223,Streptomyces katrae
576784,Streptomyces iranensis
1463900,Streptomyces sp. NRRL S-337
1417980,Streptomyces odonnellii
1463910,Streptomyces sp. NRRL S-475
1827802,Streptomyces sp. man185
68570,Streptomyces albulus
1428644,Streptomyces gilvigriseus
1463883,Streptomyces sp. NRRL S-1448
1463917,Streptomyces sp. NRRL S-646
73044,Streptomyces seoulensis
1305837,Streptomyces sp. CNS606
1463901,Streptomyces sp. NRRL S-340
1957,Streptomyces sclerotialus
159449,Streptomyces scabrisporus
1463921,Streptomyces sp. NRRL S-920
1463934,Streptomyces sp. NRRL WC-3742
1553907,Streptomyces sp. CT34
1464070,Streptomyces graminilatus
1520580,Streptomyces pini
1703933,Streptomyces sp. CB01580
1703938,Streptomyces sp. CB02009
352211,Streptomyces sp. AcH 505
1703937,Streptomyces sp. CB03234
371720,Streptomyces monomycini
1463880,Streptomyces sp. NRRL S-1022
1982762,Streptomyces sp. CS159
47760,Streptomyces aurantiacus
1938853,Streptomyces sp. Ag82_G6-1
54571,Streptomyces venezuelae
67275,Streptomyces aureocirculatus
58343,Streptomyces canus
2059884,Streptomyces sp. CMB-StM0423
1463874,Streptomyces sp. NRRL F-6131
1463858,Streptomyces sp. NRRL F-5135
103232,Streptomyces ipomoeae
1463841,Streptomyces sp. NRRL F-2580
1783515,Streptomyces qaidamensis
89050,Streptomyces yeochonensis
212774,Streptomyces sp. EN23
1463924,Streptomyces sp. NRRL WC-3540
173770,Streptomyces alboverticillatus
48665,Streptomyces viridifaciens
164115,Streptomyces niveiscabiei
1463842,Streptomyces sp. NRRL F-2664
146923,Streptomyces parvulus
2020325,Streptomyces sp. CB01373
1265492,Streptomyces sp. FxanaA7
1938847,Streptomyces sp. 4121.5
1155718,Streptomyces sp. MspMP-M5
1938861,Streptomyces sp. TLI_55
40318,Streptomyces nodosus
359131,Streptomyces rubellomurinus
358823,Streptomyces olindensis
42234,Streptomyces acidiscabies
310780,Streptomyces rubidus
403935,Streptomyces radiopugnans
2053043,Streptomyces sp. TRM SA0054
465541,Streptomyces sp. Mg1
1946,Streptomyces kasugaensis
1961,Streptomyces virginiae
1725411,Streptomyces sp. CdTB01
1476877,Streptomyces sp. NRRL B-1347
285458,Streptomyces agglomeratus
1030533,Streptomyces sp. Wb2n-11
1226757,Streptomyces rapamycinicus
1262452,Streptomyces sp. 769
1881025,Streptomyces sp. 2314.4
36818,Streptomyces subrutilus
1428626,Streptomyces malaysiense
67385,Streptomyces xanthophaeus
711393,Streptomyces sp. GXT6
1100828,Streptomyces sp. Ncost-T6T-1
1912,Streptomyces hygroscopicus
67350,Streptomyces pseudovenezuelae
1621260,Streptomyces sp. NBRC 110028
1951,Streptomyces purpureus
1857892,Streptomyces sp. MP131-18
68202,Streptomyces fulvissimus
1841249,Streptomyces sp. RTd22
1890285,Streptomyces sp. LUP30
68219,Streptomyces iakyrus
29303,Streptomyces cattleya
1905,Streptomyces exfoliatus
1907,Streptomyces glaucescens
1354889,Streptomyces sp. MUSC 14
1642299,Streptomyces alfalfae
35619,Streptomyces griseoflavus
2044307,Streptomyces sp. Ru87
1923,Streptomyces phaeochromogenes
1968,Streptomyces cellulosae
66865,Streptomyces afghaniensis
67298,Streptomyces flavidovirens
1580539,Streptomyces sp. SBT349
66430,Streptomyces roseus
66429,Streptomyces roseoverticillatus
1827605,Streptomyces sp. 69
1804758,Streptomyces sp. CB03911
1048205,Streptomyces uncialis
2065,Kitasatospora phosalacinea
2066,Kitasatospora setae
81942,Kitasatospora cheerisanensis
1894,Kitasatospora aureofaciens
2064,Kitasatospora griseola
1444768,Kitasatospora sp. MBT63
1736424,Kitasatospora sp. Root107
235985,Streptacidiphilus jiangxiensis
411235,Streptacidiphilus melanogenes
405783,Streptacidiphilus rugosus
43675,Rothia mucilaginosa
2047,Rothia dentocariosa
1739518,Rothia sp. HMSC065D02
1739378,Rothia sp. HMSC068F09
1715109,Rothia sp. HMSC072B03
172042,Rothia aeria
1761748,Arthrobacter sp. ov407
1279029,Arthrobacter sp. 49Tsu3.1M3
1676590,Arthrobacter sp. ZBG10
1461584,Arthrobacter saudimassiliensis
656366,Arthrobacter alpinus
37928,Arthrobacter crystallopoietes
156980,Arthrobacter woluwensis
1882768,Arthrobacter sp. OV608
993070,Arthrobacter enclensis
1357915,Arthrobacter sp. QXT-31
1761745,Arthrobacter sp. ok362
1151118,Arthrobacter sp. 161MFSha2.1
1761746,Arthrobacter sp. ok909
1736303,Arthrobacter sp. Leaf234
71253,Arthrobacter rhombi
335973,Arthrobacter subterraneus
1704044,Arthrobacter sp. ERGS1:01
1665,Arthrobacter globiformis
218158,Arthrobacter sp. I3
1881858,Nesterenkonia sp. PF2B19
1232429,Nesterenkonia massiliensis
515814,Nesterenkonia alba
1270,Micrococcus luteus
1952260,Micrococcaceae bacterium UBA6021
37927,Sinomonas atrocyanea
1338436,Sinomonas humi
2020377,Sinomonas sp. R1AF57
1045009,Citricoccus sp. CH26A
479106,Haematomicrobium sanguinis
1837282,Enteractinococcus helveticum
1897634,Tersicoccus sp. Bi-70
1386092,Cellulomonas carbonis
1689271,Cellulomonas timonensis
1711,Cellulomonas flavigena
1970333,Cellulomonas sp. 14-74-6
1736339,Cellulomonas sp. Leaf334
1672219,Cellulomonas sp. A375-1
1855324,Cellulomonas sp. KH9
11,Cellulomonas gilvus
1304865,Cellulomonas sp. KRMCY2
1454010,Cellulomonas sp. HZM
1380354,Cellulomonas sp. URHE0023
545619,Paraoerskovia marina
1891970,Microbacterium sp. AR7-10
1775956,Microbacterium sp. TNHR37B
1907411,Microbacterium sp. RU1D
1736281,Microbacterium sp. Leaf161
1660113,Microbacterium sp. SCN 70-200
1231063,Microbacterium gorillae
1263625,Microbacterium sp. SA39
273678,Microbacterium hydrocarbonoxydans
1895783,Microbacterium sp. 69-10
1895786,Microbacterium sp. 70-38
993073,Microbacterium enclense
1761805,Microbacterium sp. cl127
82380,Microbacterium oxydans
1452535,Microbacterium sp. Cr-K32
450380,Microbacterium profundi
1736553,Microbacterium sp. Root53
1201038,Microbacterium sp. AO20a11
1298860,Microbacterium sp. URHA0036
33917,Microbacterium barkeri
1898737,Curtobacterium sp. MCBA15_009
1898743,Curtobacterium sp. MMLR14_010
33881,Curtobacterium luteum
69373,Curtobacterium pusillum
1898744,Curtobacterium sp. MMLR14_014
465820,Curtobacterium oceanosedimentum
1898731,Curtobacterium sp. MCBA15_001
2035,Curtobacterium flaccumfaciens
1885315,Curtobacterium sp. UCD-KPL2560
1736291,Curtobacterium sp. Leaf183
1642040,Leucobacter sp. Ag1
491918,Leucobacter chironomi
589382,Agromyces flavus
293890,Agromyces subbeticus
1735688,Agromyces sp. Leaf222
399736,Agrococcus jejuensis
684552,Agrococcus carbonis
1798215,Leifsonia sp. CL147
1660107,Leifsonia sp. SCN 70-46
1575,Leifsonia xyli
1671680,Rathayibacter tanaceti
33888,Rathayibacter tritici
1952248,Microbacteriaceae bacterium UBA6152
1434829,Frigoribacterium sp. JB110
1735673,Frigoribacterium sp. Leaf8
995034,Mycetocola miduiensis
1619308,Cnuibacter physcomitrellae
1048394,Compostimonas suwonensis
272239,Pseudoclavibacter bifida
1255570,Gulosibacter sp. 10
262209,Janibacter melonis
415212,Janibacter corallicola
101689,Tetrasphaera elongata
442954,Knoellia aerolata
1904970,Serinicoccus sp. CNJ-927
1658671,Arsenicicoccus sp. oral taxon 190
331526,Kribbia dieselivorans
1951170,Micrococcales bacterium UBA3913
1895792,Micrococcales bacterium 73-15
1951164,Micrococcales bacterium UBA2037
1970540,Micrococcales bacterium 32-70-13
2026762,Micrococcales bacterium
1517881,Cellulosimicrobium sp. CUA-896
1710,Cellulosimicrobium cellulans
440482,Promicromonospora kroppenstedtii
372663,Isoptericola dokdonensis
101489,Xylanimicrobium pachnodae
1945888,Ruaniaceae bacterium KH17
33889,Brevibacterium casei
53363,Brevibacterium mcbrellneri
1570345,Demequina sp. NBRC 110056
1570344,Demequina sp. NBRC 110055
1536641,Lysinimicrobium iriomotense
1638989,Lysinimicrobium subtropicum
746032,Mobilicoccus pelagius
1522310,Mobilicoccus massiliensis
746033,Piscicoccus intestinalis
1736209,Sanguibacter sp. Leaf3
60920,Sanguibacter keddieii
372484,Sanguibacter antarcticus
219301,Brachybacterium muris
47847,Brachybacterium nesterenkovii
36740,Dermabacter hominis
1274,Dermacoccus nishinomiyaensis
1807500,Branchiibius sp. NY16-3462-2
1834109,Mycobacterium sp. 852013-50091_SCH5140682
2048550,Mycobacterium lehmannii
339268,Mycobacterium colombiense
1768,Mycobacterium kansasii
1487726,Mycobacterium persicum
1834115,Mycobacterium sp. 852014-52144_SCH5372336
2034511,Mycobacterium sp. CECT 8779
1834105,Mycobacterium sp. 852002-51961_SCH5331710
1834089,Mycobacterium sp. 852002-40037_SCH5390672
722731,Mycobacterium shigaense
1964395,Mycobacterium ahvazicum
120959,Mycobacterium kubicae
1545691,Mycobacterium sp. UM_Kg1
1927124,Mycobacterium aquaticum
1490484,Mycobacterium sp. ST-F2
1879023,Mycobacterium sp. djl-10
2057184,Mycobacterium sp. 3519A
1834117,Mycobacterium sp. ACS1612
1778,Mycobacterium gordonae
1834112,Mycobacterium sp. 852014-50255_SCH5639931
212767,Mycobacterium sp. JS623
2048551,Mycobacterium neumannii
1380386,Mycobacterium sp. URHB0044
1834111,Mycobacterium sp. 852013-51886_SCH5428379
1780,Mycobacterium malmoense
1841860,Mycobacterium sp. AB57
1834073,Mycobacterium sp. 1245111.1
1772283,Mycobacterium sp. GA-2829
1772284,Mycobacterium sp. IS-1496
1858794,Mycobacterium talmoniae
1961706,Mycobacterium sp. AT1
81858,Mycolicibacterium elephantis
1776,Mycolicibacterium flavescens
134601,Mycolicibacterium goodii
564198,Mycolicibacterium bacteremicum
1771,Mycolicibacterium phlei
98668,Mycolicibacterium septicum
53462,Mycolicibacterium mageritense
318424,Mycolicibacterium rufum
37916,Mycolicibacterium chlorophenolicum
36814,Mycolicibacterium rhodesiae
36811,Mycolicibacterium agri
912594,Mycolicibacterium iranicum
1249101,Mycolicibacterium celeriflavum
451644,Mycolicibacterium conceptionense
1791,Mycolicibacterium aurum
875328,Mycolicibacter sinensis
354243,Mycolicibacter kumamotonensis
1834080,Mycobacteriaceae bacterium 1482268.1
37328,Nocardia carnea
259390,Nocardia takedensis
282685,Nocardia jiangxiensis
228006,Nocardia tenerifensis
931537,Nocardia grenadensis
356147,Nocardia coubleae
404578,Nocardia amamiensis
404580,Nocardia acidivorans
135487,Nocardia cyriacigeorgica
419477,Nocardia speluncae
132249,Nocardia veterana
299618,Nocardia lijiangensis
96468,Nocardia vinacea
626084,Nocardia niwae
1056816,Nocardia sp. BMG51109
228602,Nocardia arthritidis
37329,Nocardia farcinica
1519492,Nocardia sp. NRRL S-836
37919,Rhodococcus opacus
1829,Rhodococcus rhodochrous
263849,Rhodococcus phenolicus
293050,Rhodococcus kroppenstedtii
132919,Rhodococcus jostii
1905289,Rhodococcus sp. 1163
38312,Rhodococcus rhodnii
1432786,Rhodococcus sp. BUPNP1
1323361,Rhodococcus defluvii
1833,Rhodococcus erythropolis
43768,Corynebacterium matruchotii
61592,Corynebacterium durum
1717,Corynebacterium diphtheriae
1725,Corynebacterium xerosis
489915,Corynebacterium sputi
1230998,Corynebacterium frankenforstense
441501,Corynebacterium massiliense
191610,Corynebacterium atypicum
65058,Corynebacterium ulcerans
401472,Corynebacterium ureicelerivorans
2026255,Corynebacterium hadale
1652495,Corynebacterium crudilactis
1121358,Corynebacterium doosanense
1050174,Corynebacterium epidermidicanis
1697,Corynebacterium ammoniagenes
225326,Corynebacterium halotolerans
1705,Corynebacterium stationis
160386,Corynebacterium casei
35756,Corynebacterium pilosum
1718,Corynebacterium glutamicum
131081,Corynebacterium capitovis
1720192,Corynebacterium bouchesdurhonense
349751,Corynebacterium marinum
487732,Corynebacterium ulceribovis
541095,Corynebacterium lubricantis
571915,Corynebacterium mustelae
38304,Corynebacterium tuberculostearicum
1032851,Corynebacterium nuruki
1834090,Gordonia sp. 852002-50395_SCH5434458
89053,Gordonia amicalis
1946578,Gordonia sp. UBA7599
1136941,Gordonia phthalatica
175628,Gordonia paraffinivorans
158898,Gordonia westfalica
84595,Gordonia polyisoprenivorans
36823,Gordonia sputi
264148,Millisia brevis
1946422,Dietzia sp. UBA5065
499555,Dietzia timorensis
2039808,Dietzia sp. WMMA184
239498,Tsukamurella pseudospumae
1889262,Williamsia sp. 1135
55565,Actinomyces graevenitzii
936548,Actinomyces sp. ICM47
544580,Actinomyces oris
712121,Actinomyces sp. oral taxon 181
1118058,Actinomyces sp. ph3
712118,Actinomyces sp. oral taxon 172
1284680,Actinomyces sp. S6-Spd3
712124,Actinomyces sp. oral taxon 448
1655,Actinomyces naeslundii
1852377,Actinomyces pacaensis
131111,Actinomyces turicensis
1660,Actinomyces odontolyticus
712117,Actinomyces sp. oral taxon 170
1659,Actinomyces israelii
1227263,Actinomyces sp. oral taxon 877
272548,Actinomyces dentalis
52769,Actinomyces gerencseriae
1937003,Actinomyces sp. CtC 72
461393,Actinomyces massiliensis
52768,Actinomyces georgiae
712122,Actinomyces sp. oral taxon 414
653385,Actinomyces sp. oral taxon 849
651609,Actinomyces sp. oral taxon 180
1852361,Actinomyces bouchesdurhonensis
1203556,Actinomyces sp. HPA0247
111015,Actinomyces radicidentis
181487,Actinomyces cardiffensis
121163,Actinomyces suimastitidis
103621,Actinomyces urogenitalis
332524,Actinomyces ruminicola
1522002,Actinomyces succiniciruminis
103618,Actinomyces coleocanis
1892869,Actinomyces glycerinitolerans
1739406,Actinomyces sp. HMSC035G02
208480,Actinomyces nasicola
1852372,Varibaculum sp. Marseille-P2802
184870,Varibaculum cambriense
1661,Trueperella pyogenes
712888,Actinobaculum sp. oral taxon 183
2052,Mobiluncus mulieris
2051,Mobiluncus curtisii
28264,Arcanobacterium haemolyticum
1522309,Flaviflexus massiliensis
1950141,Actinomycetales bacterium UBA1383
1434822,Actinomycetales bacterium JB111
330084,Amycolatopsis jejuensis
31958,Amycolatopsis orientalis
1703945,Amycolatopsis sp. CB00013
1814,Amycolatopsis methanolica
218821,Amycolatopsis pretoriensis
208444,Amycolatopsis vancoresmycina
287986,Amycolatopsis rifamycinica
1905142,Amycolatopsis sp. H5
1854586,Amycolatopsis antarctica
369932,Amycolatopsis niigatensis
342230,Amycolatopsis taiwanensis
218823,Amycolatopsis kentuckyensis
208443,Amycolatopsis balhimycina
334858,Goodfellowiella coeruleoviolacea
84725,Umezawaea tangerina
68170,Lechevalieria aerocolonigenes
402600,Lechevalieria xinjiangensis
1463825,Saccharothrix sp. NRRL B-16314
1415542,Saccharothrix sp. NRRL B-16348
1933778,Saccharothrix sp. ALI-22-I
1427391,Saccharothrix sp. ST-888
664693,Saccharopolyspora phatthalungensis
28042,Saccharopolyspora rectivirgula
84724,Lentzea waywayandensis
200379,Lentzea flaviverrucosa
1586287,Lentzea guizhouensis
1987376,Pseudonocardia sp. N23
1848,Pseudonocardia thermophila
1854588,Pseudonocardia sp. MH-G8
366584,Pseudonocardia oroxyli
664784,Haloechinothrix alba
37926,Thermocrispum municipale
155974,Actinokineospora terrae
130796,Crossiella equi
504798,Alloactinosynnema album
340345,Actinoalloteichus hymeniacidonis
43357,Kutzneria albida
42197,Actinosynnema pretiosum
1993,Actinomadura madurae
31962,Actinomadura rifamycini
46161,Actinomadura kijaniata
68565,Actinomadura hibisca
392828,Actinomadura chibensis
1904961,Actinomadura sp. CNU-125
683260,Nonomuraea maritima
1909395,Nonomuraea sp. ATCC 55076
46177,Nonomuraea pusilla
568860,Nonomuraea wenchangensis
359159,Nonomuraea candida
633440,Nonomuraea jiangxiensis
2002,Streptosporangium amethystogenes
2001,Streptosporangium roseum
161355,Planomonospora sphaerica
1996,Microtetraspora glauca
316330,Microbispora sp. ATCC PTA-5024
354426,Herbidospora yilanensis
1088767,Thermoactinospora rubra
1434837,Nocardiopsis sp. JB363
245836,Nocardiopsis salina
1580529,Nocardiopsis sp. SBT366
1519494,Nocardiopsis sp. NRRL B-16309
53441,Nocardiopsis lucentensis
61305,Nocardiopsis synnemataformans
124252,Nocardiopsis halotolerans
144786,Thermobifida cellulosilytica
531310,Marinactinospora thermotolerans
69484,Actinoplanes liguriensis
52697,Actinoplanes regularis
113562,Actinoplanes derwentensis
196914,Actinoplanes friuliensis
134676,Actinoplanes sp. SE50/110
649831,Actinoplanes sp. N902-109
1036182,Actinoplanes atraurantiacus
1710355,Actinoplanes sp. TFC3
1718947,Micromonospora sp. CB01531
356852,Micromonospora coxensis
568872,Micromonospora rhizosphaerae
1881,Micromonospora viridifaciens
47854,Micromonospora chersina
1703936,Micromonospora sp. TSRI0369
291594,Micromonospora rifamycinica
227316,Micromonospora eburnea
53368,Hamadaea tsunoensis
35754,Dactylosporangium aurantiacum
168697,Salinispora arenicola
203523,Longispora albida
1410634,Propionibacteriaceae bacterium P6A17
1952960,Propionibacteriaceae bacterium UBA4569
1952964,Propionibacteriaceae bacterium UBA6238
1952962,Propionibacteriaceae bacterium UBA6122
1952965,Propionibacteriaceae bacterium UBA7704
2016506,Propionibacteriaceae bacterium NML 160184
1610493,Tessaracoccus flavus
1332264,Tessaracoccus aquimaris
1906324,Tessaracoccus sp. ZS01
64702,Propionibacterium cyclohexanicum
1203573,Propionibacterium sp. KPL1844
29405,Microlunatus phosphovorus
630515,Microlunatus soli
33012,Propionimicrobium lymphophilum
1750,Pseudopropionibacterium propionicum
33984,Luteococcus japonicus
1522317,Nigerium massiliense
196162,Nocardioides sp. JS614
1380392,Nocardioides sp. URHA0020
1005945,Nocardioides psychrotolerans
1449070,Nocardioides sp. UNC345MFTsu5.1
1325935,Nocardioides massiliensis
1736550,Aeromicrobium sp. Root495
1736498,Aeromicrobium sp. Root236
397278,Marmoricola aequoreus
1298863,Marmoricola sp. URHB0036
408672,Nocardioidaceae bacterium Broad-1
533267,Actinopolymorpha alba
348582,Propionicicella superfundia
2035835,Geodermatophilus chilensis
1070870,Geodermatophilus nigrescens
1296565,Geodermatophilus amargosae
1564158,Geodermatophilus sabuli
1798228,Blastococcus sp. DSM 46838
138336,Blastococcus saxobsidens
673521,Blastococcus endophyticus
1883427,Actinobacteria bacterium
1592327,Actinobacteria bacterium OK074
1948342,Actinobacteria bacterium UBA4719
1635289,Actinobacteria bacterium 66_15
1895696,Actinobacteria bacterium 69-20
1948322,Actinobacteria bacterium UBA1526
1592328,Actinobacteria bacterium OV450
1592329,Actinobacteria bacterium OV320
298654,Frankia inefficax
1836972,Frankia canadensis
1283283,Frankia sp. Iso899
304901,Actinospica robiniae
304899,Actinospica acidiphila
304895,Catenulispora acidiphila
1463821,Glycomyces sp. NRRL B-16210
58114,Glycomyces harbinensis
1407559,Glycomyces fuscus
283811,Stackebrandtia nassauensis
